"","id","name","steward","source","length","description","part_of"
"1292",4572,"Glenn Hwy. Trail","NPS","NPS",1.4,"TestDescription",NA
"1293",4010,"Glenalps View Loop","NPS","NPS",1.4,"TestDescription",NA
"1294",4010,"Glenalps View Loop","NPS","NPS",1.4,"TestDescription",NA
"1295",4715,"Inbound","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1296",4715,"Inbound","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1297",48,"Soccer Field","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1298",48,"Soccer Field","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1299",18,"Hill Topper Loop","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1300",18,"Hill Topper Loop","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1301",4985,"To Lake","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1302",4986,"Southwest","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1303",4987,"along lake to south","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1304",5006,"Minnesota Moose Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1305",4293,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"1306",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1307",4311,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1308",4313,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1309",4314,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1310",4321,"2.1 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1311",4322,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1312",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1313",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1314",4337,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1315",4338,"Upper Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"1316",4340,"South Fork Rim","NPS","NPS",1.4,"TestDescription",NA
"1317",343,"Bartlett","NPS","NPS",1.4,"TestDescription","Bartlett Ski Trails"
"1318",2626,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1319",2626,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1320",2626,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1321",4043,"RC Meadow 5","NPS","NPS",1.4,"TestDescription",NA
"1322",4151,"Little Rc Gully Route","NPS","NPS",1.4,"TestDescription",NA
"1323",4155,"Upper Moen","NPS","NPS",1.4,"TestDescription",NA
"1324",4156,"Southside Switchback","NPS","NPS",1.4,"TestDescription",NA
"1325",4157,"Southside Switchback","NPS","NPS",1.4,"TestDescription",NA
"1326",4160,"Southside Switchback","NPS","NPS",1.4,"TestDescription",NA
"1327",4418,"North Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"1328",3960,"Iditarod Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1329",3971,"Hand Tram Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1330",3978,"White Spruce","NPS","NPS",1.4,"TestDescription",NA
"1331",3982,"Prospect/middle Fork","NPS","NPS",1.4,"TestDescription",NA
"1332",3983,"Middle Fork","NPS","NPS",1.4,"TestDescription",NA
"1333",3997,"Upper Huffman Access","NPS","NPS",1.4,"TestDescription",NA
"1334",4009,"Glen Alps To Powerline A","NPS","NPS",1.4,"TestDescription",NA
"1335",4011,"Glenalps To Powerline B","NPS","NPS",1.4,"TestDescription",NA
"1336",4023,"Flattop","NPS","NPS",1.4,"TestDescription",NA
"1337",4024,"Flattop Option","NPS","NPS",1.4,"TestDescription",NA
"1338",4025,"Rabbit Creek Greenbelt","NPS","NPS",1.4,"TestDescription",NA
"1339",4026,"RC Meadow 5","NPS","NPS",1.4,"TestDescription",NA
"1340",4027,"Rabbit Creek Greenbelt","NPS","NPS",1.4,"TestDescription",NA
"1341",4028,"Cannonrd","NPS","NPS",1.4,"TestDescription",NA
"1342",4029,"RC Spur","NPS","NPS",1.4,"TestDescription",NA
"1343",4030,"Rabbit Creek Greenbelt","NPS","NPS",1.4,"TestDescription",NA
"1344",4031,"RC Meadow 2","NPS","NPS",1.4,"TestDescription",NA
"1345",4032,"Rabbit Creek Greenbelt","NPS","NPS",1.4,"TestDescription",NA
"1346",4044,"Prator Spur","NPS","NPS",1.4,"TestDescription",NA
"1347",4047,"East Boundary Trail","NPS","NPS",1.4,"TestDescription",NA
"1348",4048,"RC Meadow 5","NPS","NPS",1.4,"TestDescription",NA
"1349",4049,"N. Picket Trail","NPS","NPS",1.4,"TestDescription",NA
"1350",4050,"RC Meadow 1","NPS","NPS",1.4,"TestDescription",NA
"1351",4051,"RC Meadow 2","NPS","NPS",1.4,"TestDescription",NA
"1352",4052,"RC Meadow 1","NPS","NPS",1.4,"TestDescription",NA
"1353",4053,"RC Meadow 1","NPS","NPS",1.4,"TestDescription",NA
"1354",4057,"Real Ridge","NPS","NPS",1.4,"TestDescription",NA
"1355",4058,"East Boundary Trail","NPS","NPS",1.4,"TestDescription",NA
"1356",4059,"Ridge Loop","NPS","NPS",1.4,"TestDescription",NA
"1357",4061,"Flattop","NPS","NPS",1.4,"TestDescription",NA
"1358",4062,"Real Ridge","NPS","NPS",1.4,"TestDescription",NA
"1359",4063,"Ridge Loop","NPS","NPS",1.4,"TestDescription",NA
"1360",4064,"Mud Bog Trail","NPS","NPS",1.4,"TestDescription",NA
"1361",4065,"Ridge Loop","NPS","NPS",1.4,"TestDescription",NA
"1362",4066,"Mud Bog Trail","NPS","NPS",1.4,"TestDescription",NA
"1363",4067,"Picket Spur Trail","NPS","NPS",1.4,"TestDescription",NA
"1364",4068,"Picket Spur Trail","NPS","NPS",1.4,"TestDescription",NA
"1365",4069,"Connect","NPS","NPS",1.4,"TestDescription",NA
"1366",4381,"North Gasline/powerline Trail","NPS","NPS",1.4,"TestDescription",NA
"1367",0,"Ship Creek Trail","NPS","NPS",1.4,"TestDescription","Ship Creek Trail"
"1368",4385,"Moose Hill","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1369",3554,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1370",3560,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1371",3536,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1372",452,"Ship Creek","NPS","NPS",1.4,"TestDescription",NA
"1373",3615,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1374",3536,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1375",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1376",0,"Ship Creek Trail","NPS","NPS",1.4,"TestDescription","Ship Creek Trail"
"1377",0,"Ship Creek Trail","NPS","NPS",1.4,"TestDescription","Ship Creek Trail"
"1378",4482,"7.5 Km","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1379",4485,"Moose Ridge Loop","NPS","NPS",1.4,"TestDescription",NA
"1380",4493,"East Boundary Trail","NPS","NPS",1.4,"TestDescription",NA
"1381",4510,"In Cutoff To H","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1382",4529,"2.5 Km","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1383",4737,"Nordic Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1384",3729,"Dimond (North Side)","NPS","NPS",1.4,"TestDescription",NA
"1385",3694,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1386",2109,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1387",4297,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"1388",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1389",3378,"Dimond (North Side)","NPS","NPS",1.4,"TestDescription",NA
"1390",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1391",4255,"Tiny Creek Trails","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1392",3380,"Dimond (North Side)","NPS","NPS",1.4,"TestDescription",NA
"1393",4622,"Inner Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1394",4626,"Southpark Lp","NPS","NPS",1.4,"TestDescription",NA
"1395",100,"Christy Loop","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1396",100,"Christy Loop","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1397",114,"Mama's Loop","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1398",114,"Mama's Loop","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1399",293,"Hill Loop","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1400",330,"Bartlett","NPS","NPS",1.4,"TestDescription","Bartlett Ski Trails"
"1401",4791,"Spencer Loop","NPS","NPS",1.4,"TestDescription",NA
"1402",0,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1403",0,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1404",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1405",3704,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1406",3406,"Dimond (South Side)","NPS","NPS",1.4,"TestDescription",NA
"1407",3331,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1408",4978,"UAA Ski","NPS","NPS",1.4,"TestDescription",NA
"1409",4952,"SLEDING HILL","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1410",4953,"to main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1411",4958,"to main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1412",4962,"Spruce Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1413",4972,"Along Lake","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1414",4978,"Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1415",4979,"Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1416",4982,"To Lake","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1417",4193,"Mchugh","NPS","NPS",1.4,"TestDescription",NA
"1418",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1419",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1420",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1421",4201,"Mchugh Creek Pedestrian","NPS","NPS",1.4,"TestDescription",NA
"1422",4202,"Mchugh Creek Pedestrian","NPS","NPS",1.4,"TestDescription",NA
"1423",4211,"Winner Creek Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1424",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1425",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1426",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1427",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1428",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1429",4699,"Heights Hill Trail","NPS","NPS",1.4,"TestDescription",NA
"1430",4718,"Open Bog Trail","NPS","NPS",1.4,"TestDescription",NA
"1431",4755,"Junkyard Hill","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1432",4,"In Far To Cutoff","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1433",21,"Existing Ridge Trail","NPS","NPS",1.4,"TestDescription",NA
"1434",24,"U-turn Cut Thru","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1435",36,"Bottom Cut Thru","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1436",436,"Centennial","NPS","NPS",1.4,"TestDescription","Centennial Park Trails"
"1437",446,"Ship Creek","NPS","NPS",1.4,"TestDescription",NA
"1438",209,"UAA Ski","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1439",4371,"Junior Nordic Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1440",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1441",413,"Centennial","NPS","NPS",1.4,"TestDescription","Centennial Park Trails"
"1442",415,"Centennial","NPS","NPS",1.4,"TestDescription","Centennial Park Trails"
"1443",418,"Centennial","NPS","NPS",1.4,"TestDescription","Centennial Park Trails"
"1444",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1445",3571,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1446",3602,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1447",3612,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1448",3715,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1449",454,"Ship Creek","NPS","NPS",1.4,"TestDescription",NA
"1450",1835,"Fish Creek","NPS","NPS",1.4,"TestDescription",NA
"1451",0,"Ship Creek Trail","NPS","NPS",1.4,"TestDescription","Ship Creek Trail"
"1452",3522,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1453",782,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1454",3570,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1455",3554,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1456",453,"Ship Creek","NPS","NPS",1.4,"TestDescription",NA
"1457",4354,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1458",4355,"Moose Track Trail","NPS","NPS",1.4,"TestDescription",NA
"1459",4357,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1460",4370,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1461",4372,"Out Cut To Far H","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1462",3502,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1463",3529,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1464",0,"Ship Creek Trail","NPS","NPS",1.4,"TestDescription",NA
"1465",0,"ER Parks & Rec/HLB Trail","NPS","NPS",1.4,"TestDescription",NA
"1466",0,"ER Parks & Rec/HLB Trail","NPS","NPS",1.4,"TestDescription",NA
"1467",4976,"Along Lake","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1468",5004,"Minnesota Moose Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1469",5005,"Minnesota Moose Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1470",4317,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1471",4319,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1472",4320,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1473",4336,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1474",4353,"Tour Of Anchorage","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1475",4356,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription",NA
"1476",4378,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1477",293,"Hill Loop","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1478",343,"Bartlett","NPS","NPS",1.4,"TestDescription","Bartlett Ski Trails"
"1479",4648,"North Pasture","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1480",92,"North Pasture","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1481",1589,"Tour Of Anchorage","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1482",2978,"Off Leash Trail","NPS","NPS",1.4,"TestDescription",NA
"1483",2990,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1484",3411,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1485",3595,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1486",3163,"Biathalon Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1487",3166,"Old Six","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1488",3185,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1489",3556,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1490",1386,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1491",3315,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1492",4970,"Powerline","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1493",1224,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"1494",2073,"Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"1495",1308,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1496",2061,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1497",1663,"Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"1498",1491,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1499",3331,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1500",2205,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1501",1489,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1502",4721,"Payne Path","NPS","NPS",1.4,"TestDescription",NA
"1503",4694,"2.5 Km","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1504",4800,"RC Meadow 5","NPS","NPS",1.4,"TestDescription",NA
"1505",48,"Soccer Field","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1506",4977,"UAA Ski","NPS","NPS",1.4,"TestDescription",NA
"1507",4984,"To Lake","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1508",4310,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1509",4316,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1510",4368,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1511",2967,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1512",4367,"Gasline Trail","NPS","NPS",1.4,"TestDescription","Gasline Trail"
"1513",3286,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1514",2810,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1515",4996,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1516",2831,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1517",1539,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1518",3160,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1519",4959,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1520",2802,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1521",1067,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1522",172,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1523",1973,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1524",2262,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1525",4131,"Elevator","NPS","NPS",1.4,"TestDescription",NA
"1526",4138,"Elevator","NPS","NPS",1.4,"TestDescription",NA
"1527",4247,"Athabascan Physics Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1528",3053,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1529",4330,"Gasline Trail","NPS","NPS",1.4,"TestDescription","Gasline Trail"
"1530",3599,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1531",528,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1532",3514,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1533",173,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1534",3294,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1535",3427,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1536",963,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1537",4969,"Powerline","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1538",4286,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription",NA
"1539",2423,"Tour Of Anchorage","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1540",2427,"Moose Ridge Trail","NPS","NPS",1.4,"TestDescription",NA
"1541",2444,"Moose Ridge Trail","NPS","NPS",1.4,"TestDescription",NA
"1542",2490,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1543",2496,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"1544",2822,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1545",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1546",2518,"Six Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"1547",2534,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1548",2454,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription",NA
"1549",2461,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription",NA
"1550",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1551",3333,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1552",1512,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1553",3285,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1554",3688,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1555",3692,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1556",3636,"Junior Nordic Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1557",3646,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1558",3648,"Junior Nordic Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1559",3660,"Junior Nordic Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1560",3664,"Junior Nordic Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1561",1142,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1562",6,"10 Ridgetop","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1563",19,"Hill Topper Loop","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1564",31,"2.5 Km","NPS","NPS",1.4,"TestDescription","Mirror Lake Ski Trails"
"1565",34,"Logjam Trail","NPS","NPS",1.4,"TestDescription",NA
"1566",4329,"Black Bear Trail","NPS","NPS",1.4,"TestDescription",NA
"1567",3445,"Spencer Loop","NPS","NPS",1.4,"TestDescription",NA
"1568",2396,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1569",2398,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"1570",2922,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1571",2933,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1572",2584,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1573",2593,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1574",2597,"Moose Track Trail","NPS","NPS",1.4,"TestDescription",NA
"1575",2625,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1576",2629,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1577",2648,"Moose Track Trail","NPS","NPS",1.4,"TestDescription",NA
"1578",2663,"Moose Track Trail","NPS","NPS",1.4,"TestDescription",NA
"1579",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1580",2777,"Inner Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1581",2860,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1582",2884,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"1583",3418,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1584",197,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1585",2784,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1586",1155,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1587",3087,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1588",3050,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1589",1437,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1590",330,"Bartlett","NPS","NPS",1.4,"TestDescription","Bartlett Ski Trails"
"1591",2760,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1592",1228,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1593",3398,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1594",1292,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1595",3031,"Moose Meadow Trail","NPS","NPS",1.4,"TestDescription",NA
"1596",3361,"Gladys Wood Trail","NPS","NPS",1.4,"TestDescription",NA
"1597",4364,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1598",4366,"Rover's Run Trail","NPS","NPS",1.4,"TestDescription",NA
"1599",3042,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1600",3108,"Horseshoe Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1601",3154,"Old 3.9","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1602",2985,"Off Leash Trail","NPS","NPS",1.4,"TestDescription",NA
"1603",4614,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1604",2845,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1605",3016,"Run Rover Run","NPS","NPS",1.4,"TestDescription",NA
"1606",3456,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1607",2393,"Beaver Dam Trail","NPS","NPS",1.4,"TestDescription",NA
"1608",2397,"Arlene's Way","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1609",2938,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
